Airport_Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz_database_timezone,Type
Frooba Heliport,Frooba,Faroe Islands,\N,EKFA,61.54370117,-6.774419785,77,1,E,\N,airport
Frankfurt Stadion Station,Frankfurt,Germany,\N,\N,50.068056,8.633056,367,1,E,\N,station
Frankfurt Niederrad Station,Frankfurt,Germany,\N,\N,50.080556,8.636944,329,1,E,\N,station
Expo MRT Station,Singapore,Singapore,\N,\N,1.335469,103.961767,32,8,N,\N,station
Boden Central Station,Boden,Sweden,\N,\N,65.828862,21.707605,33,1,E,\N,station
Vihanti Railway Station,Vihanti,Finland,\N,\N,64.484583,24.993056,296,2,E,\N,station
Oulainen Railway Station,Oulainen,Finland,\N,\N,64.26953,24.82128,226,2,E,\N,station
Ylivieska Railway Station,Ylivieska,Finland,\N,\N,64.071944,24.54,185,2,E,\N,station
Kokkola Railway Station,Kokkola,Finland,\N,\N,63.834722,23.131389,23,2,E,\N,station
Seinajoki Railway Station,Seinajoki,Finland,\N,\N,62.791944,22.843611,143,2,E,\N,station
Tampere Railway Station,Tampere,Finland,\N,\N,61.498472,23.773056,302,2,E,\N,station
Toijala Railway Station,Akaa,Finland,\N,\N,61.170791,23.859987,291,2,E,\N,station
Hameenlinna Railway Station,Hameenlinna,Finland,\N,\N,61.002222,24.478333,279,2,E,\N,station
Riihimaki Railway Station,Riihimaki,Finland,\N,\N,60.735278,24.780833,296,2,E,\N,station
Hyvinkaa Railway Station,Hyvinkaa,Finland,\N,\N,60.631389,24.857778,387,2,E,\N,station
Jokela Railway Station,Tuusula,Finland,\N,\N,60.553056,24.970556,232,2,E,\N,station
Saunakallio Railway Station, Jarvenpaa,Finland,\N,\N,60.4874,25.0656,205,2,E,\N,station
Jarvenpaa Railway Station,Jarvenpaa,Finland,\N,\N,60.473889,25.090278,157,2,E,\N,station
Kyrola Railway Station,Jarvenpaa,Finland,\N,\N,60.457,25.1016,149,2,E,\N,station
Kerava Railway Station,Kerava,Finland,\N,\N,60.403333,25.105556,143,2,E,\N,station
Savio Railway Station,Kerava,Finland,\N,\N,60.381389,25.097778,131,2,E,\N,station
Korso Railway Station,Vantaa,Finland,\N,\N,60.350833,25.078056,146,2,E,\N,station
Rekola Railway Station,Vantaa,Finland,\N,\N,60.332778,25.068333,115,2,E,\N,station
Koivukyla Railway Station,Vantaa,Finland,\N,\N,60.323333,25.06,111,2,E,\N,station
Hiekkaharju Railway Station,Vantaa,Finland,\N,\N,60.301944,25.048611,110,2,E,\N,station
Tikkurila Railway Station,Vantaa,Finland,\N,\N,60.293889,25.045,89,2,E,\N,station
Person County Airport,Roxboro,United States,\N,KTDF,36.28490067,-78.98419952,609,-5,A,\N,airport
Chur railway station,Chur,Switzerland,\N,CHUR,46.853056,9.529167,1916,2,E,\N,station
Tirano Rhaetian Railway station,Tirano,Italy,\N,TIRA,46.215806,10.166611,1407,2,E,\N,station
Maibara Station,Maibara,Japan,\N,\N,35.314181,136.290489,297,9,N,\N,station
Gifu-Hashima Station,Hashima,Japan,\N,\N,35.315833,136.685556,25,9,N,\N,station
Mikawa-Anjo Station,Anjo,Japan,\N,\N,34.968967,137.060669,67,9,N,\N,station
Toyohashi Station,Toyohashi,Japan,\N,\N,34.762778,137.381667,27,9,N,\N,station
Hamamatsu Station,Hamamatsu,Japan,\N,\N,34.703611,137.734444,62,9,N,\N,station
Kakegawa Station,Kakegawa,Japan,\N,\N,34.769722,138.015,102,9,N,\N,station
Shizuoka Station,Shizuoka,Japan,\N,\N,34.971667,138.388889,89,9,N,\N,station
Shin-Fuji Station,Fuji,Japan,\N,\N,35.142365,138.663199,45,9,N,\N,station
Mishima Station,Mishima,Japan,\N,\N,35.127222,138.910556,147,9,N,\N,station
Atami Station,Atami,Japan,\N,\N,35.103333,139.077778,259,9,N,\N,station
Odawara Station,Odawara,Japan,\N,\N,35.256389,139.155,31,9,N,\N,station
Zurich Oerlikon Railway Station,Zurich,Switzerland,\N,\N,47.412778,8.545,1449,1,E,\N,station
Puistola Railway Station,Helsinki,Finland,\N,\N,60.274167,25.035694,86,2,E,\N,station
Tapanila Railway Station,Helsinki,Finland,\N,\N,60.261944,25.027917,105,2,E,\N,station
Malmi Railway Station,Helsinki,Finland,\N,\N,60.251944,25.012222,88,2,E,\N,station
Pukinmaki Railway Station,Helsinki,Finland,\N,\N,60.241944,24.993333,58,2,E,\N,station
Oulunkyla Railway Station,Helsinki,Finland,\N,\N,60.228056,24.966667,90,2,E,\N,station
Kapyla Railway Station,Helsinki,Finland,\N,\N,60.220556,24.9475,133,2,E,\N,station
Pasila Railway Station,Helsinki,Finland,\N,\N,60.198611,24.933611,101,2,E,\N,station
Nykobing Falster Railway Station,Nykobing Falster,Denmark,\N,\N,54.766863,11.877708,13,1,E,\N,station
Orehoved Railway Station,Orehoved,Denmark,\N,\N,54.939141,11.867649,14,1,E,\N,station
Vordingborg Railway Station,Vordingborg,Denmark,\N,\N,55.012741,11.899981,23,1,E,\N,station
Lundby Railway Station,Lundby,Denmark,\N,\N,55.110657,11.869208,17,1,E,\N,station
Naestved Railway Station,Naestved,Denmark,\N,\N,55.231343,11.76692,47,1,E,\N,station
Ringsted Railway Station,Ringsted,Denmark,\N,\N,55.438478,11.786305,122,1,E,\N,station
Hedehusene Railway Station,Hedehusene,Denmark,\N,\N,55.649033,12.197215,104,1,E,\N,station
Roskilde Railway Station,Roskilde,Denmark,\N,\N,55.638497,12.086472,142,1,E,\N,station
Hoje-Taastrup Railway Station,Hoje-Taastrup,Denmark,\N,\N,55.648611,12.269167,93,1,E,\N,station
Albertslund Railway Station,Albertslund,Denmark,\N,\N,55.658,12.353,34,1,E,\N,station
Enghave Railway Station,Copenhagen,Denmark,\N,\N,55.663,12.54,11,1,E,\N,station
Dybbolsbro Railway Station,Copenhagen,Denmark,\N,\N,55.665278,12.559444,5,1,E,\N,station
Osterport Railway Station,Copenhagen,Denmark,\N,\N,55.692222,12.5875,23,1,E,\N,station
Nordhavn Railway Station,Copenhagen,Denmark,\N,\N,55.705278,12.590833,23,1,E,\N,station
Svanemollen Railway Station,Copenhagen,Denmark,\N,\N,55.715556,12.578056,19,1,E,\N,station
Hellerup Railway Station,Hellerup,Denmark,\N,\N,55.731111,12.566667,34,1,E,\N,station
Klampenborg Railway Station,Copenhagen,Denmark,\N,\N,55.777222,12.588056,23,1,E,\N,station
Kokkedal Railway Station,Kokkedal,Denmark,\N,\N,55.903611,12.502222,46,1,E,\N,station
Esperaerde Railway Station,Esperaerde,Denmark,\N,\N,55.995833,12.549722,56,1,E,\N,station
Hyllie Railway Station,Malmo,Sweden,\N,\N,55.562778,12.975833,68,1,E,\N,station
Triangeln Railway Station,Malmo,Sweden,\N,\N,55.592,13.0019,30,1,E,\N,station
Dusseldorf-Unterrath Station,Dusseldorf,Germany,\N,\N,51.277056,6.788667,140,1,E,\N,station
Dusseldorf-Derendorf Station,Dusseldorf,Germany,\N,\N,51.2475,6.7945,147,1,E,\N,station
Dusseldorf Zoo Station,Dusseldorf,Germany,\N,\N,51.236472,6.796917,132,1,E,\N,station
Dusseldorf Wehrhahn Station,Dusseldorf,Germany,\N,\N,51.229583,6.797722,153,1,E,\N,station
Dusseldorf-Flingern Station,Dusseldorf,Germany,\N,\N,51.226211,6.811489,150,1,E,\N,station
Dusseldorf-Gerresheim Station,Dusseldorf,Germany,\N,\N,51.220172,6.864098,160,1,E,\N,station
Erkrath Railway Station,Erkrath,Germany,\N,\N,51.22038,6.902955,190,1,E,\N,station
Hochdahl Station,Erkrath,Germany,\N,\N,51.218597,6.944333,452,1,E,\N,station
Hochdahl-Millrath Station,Erkrath,Germany,\N,\N,51.216161,6.966987,458,1,E,\N,station
Gruiten Station,Haan,Germany,\N,\N,51.21464,7.010854,518,1,E,\N,station
Wuppertal-Vohwinkel Station,Wuppertal,Germany,\N,\N,51.234083,7.071431,567,1,E,\N,station
Wuppertal-Sonnborn Station,Wuppertal,Germany,\N,\N,51.240564,7.096285,523,1,E,\N,station
Wuppertal Hauptbahnhof,Wuppertal,Germany,\N,\N,51.254722,7.15,545,1,E,\N,station
Sonnborner Strasse Schwebebahn Station,Wuppertal,Germany,\N,\N,51.238252,7.096879,457,1,E,\N,station
Gangehi Island Seaplane,Gangehi Island,Maldives,\N,\N,4.220252,72.755316,0,5,U,\N,airport
Campbelltown Railway Station,Campbelltown,Australia,\N,\N,-34.063659,150.814347,223,10,O,\N,station
Moss Vale Railway Station,Moss Vale,Australia,\N,\N,-34.5481,150.371504,2216,10,O,\N,station
Yass Junction Railway Station,Yass Junction,Australia,\N,\N,-34.809,148.9154,1663,10,O,\N,station
Cootamundra Railway Station,Cootamundra,Australia,\N,\N,-34.6414,148.0304,1085,10,O,\N,station
Junee Railway Station,Junee,Australia,\N,\N,-34.87,147.5837,993,10,O,\N,station
Wagga Wagga Railway Station,Wagga Wagga,Australia,\N,\N,-35.1204,147.3685,616,10,O,\N,station
The Rock Railway Station,The Rock,Australia,\N,\N,-35.2718,147.1183,711,10,O,\N,station
Henty Railway Station,Henty,Australia,\N,\N,-35.5179,147.0354,784,10,O,\N,station
Culcairn Railway Station,Culcairn,Australia,\N,\N,-35.6661,147.0381,716,10,O,\N,station
Albury Railway Station,Albury,Australia,\N,\N,-36.084257,146.924559,537,10,O,\N,station
Wangaratta Railway Station,Wangaratta,Australia,\N,\N,-36.3549,146.317,494,10,O,\N,station
Benalla Railway Station,Benalla,Australia,\N,\N,-36.5447,145.9838,566,10,O,\N,station
Seymour Railway Station,Seymour,Australia,\N,\N,-37.0245,145.1384,480,10,O,\N,station
Broadmeadows Railway Station,Broadmeadows,Australia,\N,\N,-37.6829,144.9197,425,10,O,\N,station
Jacana Railway Station,Jacana,Australia,\N,\N,-37.6951,144.9158,364,10,O,\N,station
Albion Railway Station,Albion,Australia,\N,\N,-37.7772,144.8244,146,10,O,\N,station
Erskineville Railway Station,Erskineville,Australia,\N,\N,-33.900986,151.185261,65,10,O,\N,station
Sydenham Railway Station,Sydenham,Australia,\N,\N,-33.914525,151.166533,24,10,O,\N,station
Redfern Railway Station,Redfern,Australia,\N,\N,-33.89202,151.19873,100,10,O,\N,station
Tempe Railway Station,Tempe,Australia,\N,\N,-33.924497,151.15645,30,10,O,\N,station
Wolli Creek Railway Station,Wolli Creek,Australia,\N,\N,-33.928317,151.154025,22,10,O,\N,station
Bardwell Park Railway Station,Bardwell Park,Australia,\N,\N,-33.931622,151.124803,47,10,O,\N,station
Glenfield Railway Station,Glenfield,Australia,\N,\N,-33.972215,150.89307,87,10,O,\N,station
Dusseldorf Airport Terminal Station,Dusseldorf,Germany,\N,\N,51.2791,6.7683,155,1,E,\N,airport
Hazel Crest Metra Station,Hazel Crest,United States,\N,\N,41.580764,-87.658491,629,-6,A,\N,station
Western Springs Metra Station,Western Springs,United States,\N,\N,41.809,-87.9011,671,-6,A,\N,station
Diva Maldives Resort Seaplane Base,Dhiddhoofinolhu,Maldives,\N,\N,3.497222,72.893333,0,5,N,\N,airport
Lupin Mine Airport,Lupin Mine,Canada,YWO,CYWO,65.759167,-111.25,1608,-7,A,\N,airport
South San Francisco BART Station,South San Francisco,United States,\N,\N,37.664264,-122.444043,85,-8,A,\N,station
Colma BART Station,Colma,United States,\N,\N,37.684722,-122.466111,170,-8,A,\N,station
Balboa Park Station,San Francisco,United States,\N,\N,37.721629,-122.447519,246,-8,A,\N,station
Glen Park BART Station,Glen Park,United States,\N,\N,37.733118,-122.433808,200,-8,A,\N,station
24th Street Mission BART Station,San Francisco,United States,\N,\N,37.752,-122.4187,84,-8,A,\N,station
16th Street Mission BART Station,San Francisco,United States,\N,\N,37.764847,-122.420042,16,-8,A,\N,station
Civic Center - UN Plaza Station,San Francisco,United States,\N,\N,37.779861,-122.413498,47,-8,A,\N,station
Bridgetown Port,Bridgetown,Barbados,\N,\N,13.101157,-59.628725,0,-4,N,\N,port
Zulu Inyala Airport,Phinda,South Africa,PZL,FADQ,-27.84939957,32.30970001,160,2,U,\N,airport
Arlanda North Station,Sigtuna,Sweden,\N,\N,59.6514,17.9305,135,1,E,\N,station
Arlanda South Station,Sigtuna,Sweden,\N,\N,59.64614,17.92822,127,1,E,\N,station
Liupanshui Yuezhao Airport,Liupanshui,China,LPF,ZUPS,26.609417,104.979,0,8,N,\N,airport
Kaili Airport,Kaili,China,KJH,ZUKJ,26.972,107.988,3115,8,N,\N,airport
Shennongjia Hongping Airport,Shennongjia,China,HPG,ZHSN,31.626,110.34,8365,8,N,\N,airport
Zhangjiakou Ningyuan Airport,Zhangjiakou,China,ZQZ,ZBZJ,40.73860168,114.9300003,2347,8,N,\N,airport
Arxan Yi'ershi Airport,Arxan,China,YIE,ZBES,47.3106,119.9117,2925,8,N,\N,airport
Hengyang Nanyue Airport,Hengyang,China,HNY,ZGHY,26.9053,112.627998,0,8,N,\N,airport
Hongyuan Airport,Ngawa,China,AHJ,ZUHY,32.53154,102.35224,11600,8,N,\N,airport
Wonsan Kalma International Airport,Wonsan,North Korea,WOS,ZKWS,39.166801,127.486,7,8.5,N,\N,airport
Hyangsan heliport,Hyangsan,North Korea,\N,\N,40.018875,126.2124,449,8.5,N,\N,airport
Mestia Queen Tamar Airport,Mestia,Georgia,\N,UGMS,43.053597,42.749012,4778,5,N,\N,airport
Magas Airport,Magas,Russia,IGT,URMS,43.32229996,45.01259995,1165,3,N,Europe/Moscow,airport
Orient Point Ferry Terminal,Orient,United States,\N,\N,41.155167,-72.241662,0,-4,A,\N,port
Evanston Davis Street Station,Evanston,United States,\N,\N,42.0478267,-87.6845187,600,-6,A,\N,station
Evanston Central Street Station,Evanston,United States,\N,\N,42.064219,-87.7002417,600,-6,A,\N,station
Wilmette Station,Wilmette,United States,\N,\N,42.0767983,-87.7105988,636,-6,A,\N,station
Nashville Riverfront Station,Nashville,Uganda,\N,\N,36.162,-86.774,410,-6,A,\N,station
Birmingham Station,Birmingham,United States,\N,\N,33.512778,-86.806944,602,-6,A,\N,station
Tampa Union Station,Tampa,United States,\N,\N,27.952222,-82.451111,20,-5,A,\N,station
Montgomery Union Station,Montgomery,United States,\N,\N,32.380278,-86.314444,172,-6,A,\N,station
Charlotte Amtrak Station,Charlotte,United States,\N,\N,35.241222,-80.822639,711,-5,A,\N,station
Fayetteville Amtrak Station,Fayetteville,United States,\N,\N,35.0551,-78.8847,103,-5,A,\N,station
Macau Outer Harbour Ferry Terminal,Macau,Macau,\N,\N,22.197075,113.5589111,0,8,N,\N,port
Kenilworth Station,Kenilworth,United States,\N,\N,42.0863929,-87.7188554,636,-6,A,\N,station
Indian Hill Station,Winnetka,United States,\N,\N,42.0944484,-87.7260776,650,-6,A,\N,station
Winnetka Station,Winnetka,United States,\N,\N,42.1051752,-87.735091,650,-6,A,\N,station
Hubbard Woods Station,Winnetka,United States,\N,\N,42.1180596,-87.7457998,650,-6,A,\N,station
Glencoe Station,Glencoe,United States,\N,\N,42.1355596,-87.7602443,690,-6,A,\N,station
Braeside Station,Highland Park,United States,\N,\N,42.1527818,-87.7746887,584,-6,A,\N,station
Ravinia Station,Highland Park,United States,\N,\N,42.165004,-87.7849665,584,-6,A,\N,station
Highland Park Station,Highland Park,United States,\N,\N,42.1832298,-87.7998782,584,-6,A,\N,station
Highwood Station,Highwood,United States,\N,\N,42.2033373,-87.8127443,675,-6,A,\N,station
Fort Sheridan Station,Fort Sheridan,United States,\N,\N,42.217504,-87.823022,669,-6,A,\N,station
East Lake Forest Station,Lake Forest,United States,\N,\N,42.2527473,-87.8414713,700,-6,A,\N,station
Lake Bluff Station,Lake Bluff,United States,\N,\N,42.2797261,-87.8488554,670,-6,A,\N,station
Great Lakes Station,Great Lakes,United States,\N,\N,42.3069483,-87.8485776,656,-6,A,\N,station
North Chicago Station,North Chicago,United States,\N,\N,42.328615,-87.8391331,700,-6,A,\N,station
Waukegan Station,Waukegan,United States,\N,\N,42.3606155,-87.830563,715,-6,A,\N,station
Zion Station,Zion,United States,\N,\N,42.4491706,-87.8202443,592,-6,A,\N,station
Kenosha Station,Kenosha,United States,\N,\N,42.5858372,-87.828022,597,-6,A,\N,station
Ashland-Lineville Airport,Lineville,United States,26A,\N,33.2841972,-85.8089653,1065,-5,A,\N,airport
Talladega Municipal Airport,Talladega,United States,ASN,KASN,33.56990051,-86.05090332,529,-5,A,\N,airport
Greenville Downtown Airport,Greenville,United States,GMU,KGMU,34.84790039,-82.34999847,1048,-4,A,\N,airport
Guntersville Municipal Airport - Joe Starnes Field,Guntersville,United States,8A1,\N,34.4017219,-86.2657787,615,-6,A,\N,airport
Ravinia Park Station,Highland Park,United States,\N,\N,42.1580596,-87.7791331,584,-6,A,\N,station
Mankato Regional Airport,Mankato,United States,\N,KMKT,44.22159958,-93.91870117,1021,-6,A,\N,airport
Captain Auguste George Airport,Anegada,British Virgin Islands,NGD,TUPA,18.72719955,-64.32969666,9,-4,U,\N,airport
Troy Municipal Airport at N Kenneth Campbell Field,Troy,United States,TOI,KTOI,31.860399,-86.012101,398,-5,A,\N,airport
Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,\N,KSCD,33.17179871,-86.30549622,569,-5,A,\N,airport
Enterprise Municipal Airport,Enterprise,United States,ETS,KEDN,31.29969978,-85.89990234,361,-5,A,\N,airport
Carl Folsom Airport,Elba,United States,14J,\N,31.41,-86.090278,258,-5,A,\N,airport
Reeves Airport,Tallassee,United States,41A,\N,32.515,-85.876111,326,-5,A,\N,airport
South Alabama Regional Airport,Andalusia,United States,79J,\N,31.308333,-86.392222,310,-5,A,\N,airport
Ryan Field,Tucson,United States,\N,KRYN,32.14220047,-111.1750031,2417,-7,A,\N,airport
Efogi Airport,Efogi,Papua New Guinea,EFG,AYEF,-9.153805556,147.6598056,3900,10,N,\N,airport
Kagi Airport,Kagi,Papua New Guinea,KGW,AYKQ,-9.135916667,147.6694444,4200,10,N,\N,airport
Nadunumu Airport,Nadunumu,Papua New Guinea,NDN,AYNC,-9.143555556,147.68425,5100,10,N,\N,airport
Bodinumu Airport,Bodinumu,Papua New Guinea,BNM,AYBD,-9.107777778,147.6667222,3700,10,N,\N,airport
Thomas C Russell Field,Alexander City,United States,ALX,KALX,32.91469955,-85.96299744,686,-5,A,\N,airport
Moskovsky railway station,St. Petersburg,Russia,\N,\N,59.928717,30.362433,15,3,N,\N,station
Leningradsky railway station,Moscow,Russia,\N,\N,55.776111,37.655278,600,3,N,\N,station
Holyhead Ferry Port,Holyhead,United Kingdom,\N,\N,53.30765,-4.63124,0,0,E,\N,port
Amtrak Station,McComb,United States,\N,MCMB,31.2445,-90.4512,100,-6,A,\N,station
Singapore-Tanah Merah Ferry Terminal,Singapore,Singapore,\N,\N,1.3299,103.989,0,8,N,\N,port
Batam-Nongsapura Ferry Terminal,Batam,Indonesia,\N,\N,1.1888,104.0946,0,7,N,\N,port
Port Keats Airport,Wadeye,Australia,PKT,YPKT,-14.25,129.529007,91,9.5,O,\N,airport
Garden Point Airport,Pirlangimpi,Australia,GPN,YGPT,-11.40250015,130.4219971,90,9.5,O,\N,airport
Stade Airport,Stade,Germany,\N,EDHS,53.56111145,9.499167442,62,1,E,\N,airport
Meriden Markham Municipal Airport,Meriden,United States,\N,KMMK,41.50870132,-72.82949829,103,-5,A,\N,airport
Howard Airport,Balboa,Panama,\N,MPPA,8.5454,-79.3558,52,-5,U,\N,airport
Flinders Island Airport,Elliston,Australia,\N,YFLS,-33.730989,134.501,0,9.5,O,\N,airport
Van Buren Street Station,Chicago,United States,\N,\N,41.8769146,-87.6233102,595,-6,A,\N,station
Museum Campus 11th St. Station,Chicago,United States,\N,\N,41.8686111,-87.6238163,595,-6,A,\N,station
57th Street Station,Chicago,United States,\N,\N,41.7933665,-87.5898448,595,-6,A,\N,station
East Chicago Station,East Chicago,United States,\N,\N,41.6114919,-87.4813219,591,-6,A,\N,station
Dune Park Station,Chesterton,United States,\N,\N,41.644906,-87.0630057,640,-6,A,\N,station
Luzern-Beromunster Airport,Lucerne,Switzerland,\N,LSZO,47.18999863,8.204719543,2146,1,E,\N,airport
La Grand'combe Airport,La Grand'Combe,France,\N,LFTN,44.24440002,4.012219906,1647,1,E,\N,airport
Hamad International Airport,Doha,Qatar,DOH,OTHH,25.273056,51.608056,13,3,N,\N,airport
Fort Mackay / Horizon Airport,Wood Buffalo,Canada,HZP,CYNR,57.38169861,-111.7009964,916,-7,A,\N,airport
Canmore Municipal Heliport,Canmore,Canada,\N,CEW9,51.07780075,-115.3379974,4296,-7,A,\N,airport
Krasnokamensk Airport,Krasnokamensk,Russia,\N,UIAE,50.03310776,118.061142,2139,9,N,\N,airport
Hialeah Market Station,Hialeah,United States,\N,\N,25.811239,-80.258703,10,-5,A,\N,station
Eisenach Hauptbahnhof,Eisenach,Germany,\N,\N,50.976389,10.331389,660,1,E,\N,station
HaHagana Railway Station,Tel-Aviv,Israel,\N,\N,32.054167,34.784722,16,2,U,\N,station
Beersheba North Railway Station,Beer-sheba,Israel,\N,\N,31.2618,34.8092,850,2,U,\N,station
Ridgely Airpark,Ridgely,United States,\N,KRJD,38.9701004,-75.86630249,64,-5,A,\N,airport
New Castle Henry Co. Municipal Airport,New Castle,United States,\N,KUWL,39.87590027,-85.32649994,1088,-4,A,\N,airport
Scott City Municipal Airport,Scott City,United States,\N,KTQK,38.47430038,-100.8850021,2963,-5,A,\N,airport
Brewster Field,Holdredge,United States,HDE,KHDE,40.452099,-99.336502,2313,-5,A,\N,airport
Pratt Regional Airport,Pratt,United States,PTT,KPTT,37.70159912,-98.74690247,1953,-5,A,\N,airport
Yubileyniy Airfield,Baikonur,Kazakhstan,\N,UAON,46.05500031,63.25,328,6,U,\N,airport
Wahoo Municipal Airport,Wahoo,United States,\N,KAHQ,41.24129868,-96.59400177,1224,-5,A,\N,airport
Jim Kelly Field,Lexington,United States,LXN,KLXN,40.79100037,-99.77729797,2413,-5,A,\N,airport
Sublette Municipal Airport,Sublette,United States,\N,K19S,37.49140167,-100.8300018,2908,-5,A,\N,airport
Council Bluffs Municipal Airport,Council Bluffs,United States,CBF,KCBF,41.25920105,-95.76059723,1253,-5,A,\N,airport
Kokomo Municipal Airport,Kokomo,United States,OKK,KOKK,40.52819824,-86.05899811,830,-4,A,\N,airport
Neodesha Municipal Airport,Neodesha,United States,\N,K2K7,37.4353981,-95.64610291,841,-5,A,\N,airport
King Ranch Airport,Sutton,United States,\N,AK59,61.79560089,-148.3549957,1350,-8,A,\N,airport
Elkhart Morton County Airport,Elkhart,United States,\N,KEHA,37.000702,-101.879997,3622,-5,A,\N,airport
Front Range Airport,Denver,United States,\N,KFTG,39.78530121,-104.5429993,5512,-6,A,\N,airport
Galesburg Municipal Airport,Galesburg,United States,GBG,KGBG,40.93799973,-90.43109894,764,-5,A,\N,airport
Guymon Municipal Airport,Guymon,United States,GUY,KGUY,36.68510056,-101.5080032,3123,-5,A,\N,airport
